name,album,release_date,track_number,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,category_popularity,min_duration,duration_category,dance_category,energy_category,valence_category
Welcome To New York (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,1,spotify:track:4WUepByoeqcedHoYhSNHRt,0.00942,0.757,0.61,3.66e-05,0.367,-4.84,0.0327,116.998,0.685,80,High,3.5433333333333334,Medium,Very danceable,Moderate energy,Positive
Blank Space (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,2,spotify:track:0108kcWLnn2HlH2kedi1gn,0.0885,0.733,0.733,0.0,0.168,-5.376,0.067,96.057,0.701,80,High,3.8638833333333333,Medium,Moderately danceable,Moderate energy,Positive
Style (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,3,spotify:track:3Vpk1hfMAQme8VJ0SNRSkd,0.000421,0.511,0.822,0.0197,0.0899,-4.785,0.0397,94.868,0.305,81,High,3.85,Medium,Moderately danceable,High energy,Negative
Out Of The Woods (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,4,spotify:track:1OcSfkeCg9hRC2sFKB4IMJ,0.000537,0.545,0.885,5.59e-05,0.385,-5.968,0.0447,92.021,0.206,80,High,3.93,Medium,Moderately danceable,High energy,Negative
All You Had To Do Was Stay (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,5,spotify:track:2k0ZEeAqzvYMcx9Qt5aClQ,0.000656,0.588,0.721,0.0,0.131,-5.579,0.0317,96.997,0.52,79,High,3.2214833333333335,Short,Moderately danceable,Moderate energy,Neutral
Shake It Off (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,6,spotify:track:50yNTF0Od55qnHLxYsA5Pw,0.0121,0.636,0.808,2.18e-05,0.359,-5.693,0.0729,160.058,0.917,79,High,3.6534833333333334,Medium,Moderately danceable,High energy,Positive
I Wish You Would (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,7,spotify:track:3FxJDucHWdw6caWTKO5b23,0.00354,0.67,0.858,1.25e-05,0.0687,-6.528,0.0439,118.009,0.539,79,High,3.4608333333333334,Short,Moderately danceable,High energy,Neutral
Bad Blood (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,8,spotify:track:7oZONwFiFIErZcXAtTu7FY,0.0362,0.618,0.683,0.0,0.305,-6.438,0.194,169.971,0.363,78,High,3.5183833333333334,Short,Moderately danceable,Moderate energy,Neutral
Wildest Dreams (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,9,spotify:track:27exgla7YBw9DUNNcTIpjy,0.0436,0.589,0.674,7.18e-05,0.112,-7.48,0.0656,139.985,0.514,78,High,3.6738833333333334,Medium,Moderately danceable,Moderate energy,Neutral
How You Get The Girl (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,10,spotify:track:733OhaXQIHY7BKtY3vnSkn,0.00196,0.758,0.691,1.09e-05,0.0939,-5.798,0.0515,119.997,0.538,78,High,4.12555,Medium,Very danceable,Moderate energy,Neutral
This Love (Taylor’s Version),1989 (Taylor's Version) [Deluxe],2023-10-27,11,spotify:track:4WBEj8TeGtRPNJdOmT3WJW,0.316,0.471,0.509,0.0,0.0673,-8.796,0.0355,144.071,0.0567,77,High,4.168333333333333,Medium,Not very danceable,Moderate energy,Negative
I Know Places (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,12,spotify:track:1ULabO0PEsdJekqVH6G10G,0.0999,0.582,0.788,0.0,0.115,-5.358,0.0445,160.027,0.652,78,High,3.2616666666666667,Short,Moderately danceable,High energy,Neutral
Clean (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,13,spotify:track:0lKUBmEyQfzsQHozyeXzES,0.25,0.772,0.391,2.92e-05,0.0981,-8.892,0.0293,103.955,0.258,78,High,4.516666666666667,Long,Very danceable,Low energy,Negative
Wonderland (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,14,spotify:track:6HRsJu8vcnzYDN4t0570FY,0.00976,0.464,0.705,2.61e-05,0.209,-5.97,0.0434,183.892,0.385,78,High,4.092766666666667,Medium,Not very danceable,Moderate energy,Neutral
You Are In Love (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,15,spotify:track:0TyGh27YQ5LknmiDhCzJiT,0.61,0.363,0.498,3.91e-06,0.112,-9.473,0.0755,84.68,0.477,78,High,4.456483333333333,Long,Not very danceable,Low energy,Neutral
New Romantics (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,16,spotify:track:5M787RexsAiVYjQusM98CV,0.00675,0.649,0.846,4.63e-06,0.0824,-5.958,0.0602,121.978,0.698,79,High,3.8362833333333333,Medium,Moderately danceable,High energy,Positive
"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version) [Deluxe],2023-10-27,17,spotify:track:0CD7DzeCsuPJygddqlUVYa,0.309,0.591,0.412,0.000199,0.0608,-13.27,0.0863,155.875,0.328,82,High,3.00635,Short,Moderately danceable,Low energy,Negative
Say Don't Go (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],2023-10-27,18,spotify:track:3CCRVu4F91Qp2mnGjmWBrf,0.066,0.633,0.551,9.94e-06,0.127,-8.297,0.0341,109.95,0.164,83,High,4.663883333333334,Long,Moderately danceable,Moderate energy,Negative
Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],2023-10-27,19,spotify:track:5QUIK7ZtziW8kGWo8RqopF,0.16,0.8,0.501,7.14e-05,0.0874,-9.332,0.034,110.013,0.0831,83,High,2.4406,Short,Very danceable,Moderate energy,Negative
Suburban Legends (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],2023-10-27,20,spotify:track:6M9ppdfFjR1AbpUl3Y8DcV,0.207,0.701,0.625,0.0,0.105,-8.804,0.036,118.036,0.323,81,High,2.8636333333333335,Short,Moderately danceable,Moderate energy,Negative
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version) [Deluxe],2023-10-27,21,spotify:track:6IG3sQ8s9nfk6TUlVzRhbN,0.041,0.595,0.656,0.0,0.122,-7.343,0.037,99.994,0.191,84,High,3.8246166666666666,Medium,Moderately danceable,Moderate energy,Negative
Bad Blood (feat. Kendrick Lamar) (Taylor's Version),1989 (Taylor's Version) [Deluxe],2023-10-27,22,spotify:track:6qAcApH8obo8eqatCKUHd9,0.0104,0.602,0.648,0.0,0.217,-6.905,0.103,170.091,0.174,83,High,3.32955,Short,Moderately danceable,Moderate energy,Negative
Welcome To New York (Taylor's Version),1989 (Taylor's Version),2023-10-26,1,spotify:track:1hR8BSuEqPCCZfv93zzzz9,0.00961,0.761,0.607,2.24e-05,0.367,-4.83,0.0312,116.98,0.674,87,High,3.5433333333333334,Medium,Very danceable,Moderate energy,Positive
Blank Space (Taylor's Version),1989 (Taylor's Version),2023-10-26,2,spotify:track:45wMBGri1PORPjM9PwFfrS,0.0976,0.737,0.725,0.0,0.174,-5.417,0.0641,96.012,0.755,88,High,3.8638833333333333,Medium,Moderately danceable,Moderate energy,Positive
Style (Taylor's Version),1989 (Taylor's Version),2023-10-26,3,spotify:track:1hjRhYpWyqDpPahmSlUTlc,0.000418,0.575,0.824,0.0214,0.0901,-4.823,0.038,94.971,0.292,89,High,3.85,Medium,Moderately danceable,High energy,Negative
Out Of The Woods (Taylor's Version),1989 (Taylor's Version),2023-10-26,4,spotify:track:045ZeOHPIzhxxsm8bq5kyE,0.000512,0.547,0.885,9.37e-05,0.39,-5.961,0.0418,91.992,0.192,87,High,3.93,Medium,Moderately danceable,High energy,Negative
All You Had To Do Was Stay (Taylor's Version),1989 (Taylor's Version),2023-10-26,5,spotify:track:6GXgd1BPD9bUpqw5AntGV5,0.000718,0.586,0.72,0.0,0.0949,-5.556,0.035,97.057,0.481,86,High,3.2214833333333335,Short,Moderately danceable,Moderate energy,Neutral
Shake It Off (Taylor's Version),1989 (Taylor's Version),2023-10-26,6,spotify:track:3pv7Q5v2dpdefwdWIvE7yH,0.0103,0.632,0.807,1.27e-05,0.29,-5.676,0.0738,160.055,0.921,86,High,3.6534833333333334,Medium,Moderately danceable,High energy,Positive
I Wish You Would (Taylor's Version),1989 (Taylor's Version),2023-10-26,7,spotify:track:43y1WpBdnEy5TR9aZoSQL9,0.00357,0.669,0.851,1.04e-05,0.0676,-6.526,0.0432,118.026,0.541,85,High,3.4608333333333334,Short,Moderately danceable,High energy,Neutral
Bad Blood (Taylor's Version),1989 (Taylor's Version),2023-10-26,8,spotify:track:64FzgoLZ3oXu2SriZblHic,0.0385,0.619,0.686,0.0,0.307,-6.369,0.164,169.943,0.364,85,High,3.5183833333333334,Short,Moderately danceable,Moderate energy,Neutral
Wildest Dreams (Taylor's Version),1989 (Taylor's Version),2023-10-26,9,spotify:track:1K39ty6o1sHwwlZwO6a7wK,0.0411,0.581,0.672,9.35e-05,0.118,-7.415,0.0739,140.061,0.514,85,High,3.6738833333333334,Medium,Moderately danceable,Moderate energy,Neutral
How You Get The Girl (Taylor's Version),1989 (Taylor's Version),2023-10-26,10,spotify:track:75W3SngKzTuoQ94uLf3y82,0.00209,0.754,0.682,9.88e-06,0.0941,-5.789,0.0565,120.027,0.547,84,High,4.12555,Medium,Very danceable,Moderate energy,Neutral
This Love (Taylor’s Version),1989 (Taylor's Version),2023-10-26,11,spotify:track:5QVVjX0ZItqlVpEuVCM9Yg,0.299,0.474,0.511,0.0,0.0673,-8.766,0.0339,144.022,0.0586,83,High,4.168333333333333,Medium,Not very danceable,Moderate energy,Negative
I Know Places (Taylor's Version),1989 (Taylor's Version),2023-10-26,12,spotify:track:2f0GI2ZLUtbGqFx8t2Gk6A,0.087,0.575,0.803,0.0,0.0971,-5.393,0.0465,160.039,0.68,84,High,3.2616666666666667,Short,Moderately danceable,High energy,Positive
Clean (Taylor's Version),1989 (Taylor's Version),2023-10-26,13,spotify:track:2ByBBvpR9b7IynvRmnG7kG,0.276,0.771,0.386,2.01e-05,0.121,-8.917,0.0297,103.96,0.239,85,High,4.516666666666667,Long,Very danceable,Low energy,Negative
Wonderland (Taylor's Version),1989 (Taylor's Version),2023-10-26,14,spotify:track:2ve0kuaWUCt4Zx8x4bf1MR,0.00933,0.462,0.708,1.88e-05,0.198,-5.971,0.0555,183.811,0.337,84,High,4.092766666666667,Medium,Not very danceable,Moderate energy,Neutral
You Are In Love (Taylor's Version),1989 (Taylor's Version),2023-10-26,15,spotify:track:4UwqOWDpdeIDVQDuKT6iza,0.609,0.537,0.495,2.49e-06,0.112,-9.416,0.0573,84.948,0.492,84,High,4.456483333333333,Long,Moderately danceable,Low energy,Neutral
New Romantics (Taylor's Version),1989 (Taylor's Version),2023-10-26,16,spotify:track:2vPMoMDXxu9uX1igWZmXSG,0.0068,0.651,0.855,9.81e-06,0.0759,-5.959,0.0538,121.98,0.698,86,High,3.8362833333333333,Medium,Moderately danceable,High energy,Positive
"""Slut!"" (Taylor's Version) (From The Vault)",1989 (Taylor's Version),2023-10-26,17,spotify:track:71BqAINEnezjQfxE4VuJfq,0.345,0.629,0.413,7.62e-05,0.0603,-13.178,0.055,77.983,0.306,90,High,3.00635,Short,Moderately danceable,Low energy,Negative
Say Don't Go (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,18,spotify:track:4NioO5R9sHEZh4cGzMHyNt,0.0656,0.626,0.547,1.67e-05,0.149,-8.285,0.0342,109.946,0.192,89,High,4.663883333333334,Long,Moderately danceable,Moderate energy,Negative
Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,19,spotify:track:5KD6AEm19QnMbfWpfoOHMl,0.186,0.793,0.512,3.81e-05,0.0889,-9.319,0.0338,109.994,0.0662,90,High,2.4406,Short,Very danceable,Moderate energy,Negative
Suburban Legends (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,20,spotify:track:6T0sEnqjmHISIKwFETeeiP,0.198,0.699,0.621,0.0,0.104,-8.739,0.0369,118.048,0.344,87,High,2.8636333333333335,Short,Moderately danceable,Moderate energy,Neutral
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),2023-10-26,21,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,0.0504,0.596,0.658,0.0,0.127,-7.346,0.036,100.012,0.176,91,High,3.8246166666666666,Medium,Moderately danceable,Moderate energy,Negative
Mine (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,1,spotify:track:7G0gBu6nLdhFDPRLc0HdDG,0.00444,0.646,0.783,1.38e-06,0.171,-2.846,0.0356,121.08,0.49,84,High,3.8617666666666666,Medium,Moderately danceable,High energy,Neutral
Sparks Fly (Taylor’s Version),Speak Now (Taylor's Version),2023-07-07,2,spotify:track:3MytWN8L7shNYzGl4tAKRp,0.0251,0.588,0.758,0.0,0.131,-2.347,0.0305,114.991,0.387,81,High,4.353833333333333,Long,Moderately danceable,High energy,Neutral
Back To December (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,3,spotify:track:79uDOz0zuuWS7HWxzMmTa2,0.00621,0.497,0.635,0.0,0.117,-3.927,0.0273,142.063,0.203,84,High,4.90315,Long,Not very danceable,Moderate energy,Negative
Speak Now (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,4,spotify:track:5xXqyjLicvEpch72qEryFT,0.248,0.727,0.677,0.0,0.143,-2.871,0.0325,118.995,0.639,79,High,4.041216666666666,Medium,Moderately danceable,Moderate energy,Neutral
Dear John (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,5,spotify:track:1zU8j1x3yi9xalMF96pzKp,0.0236,0.419,0.47,0.0,0.163,-5.016,0.0296,119.294,0.133,80,High,6.7651,Long,Not very danceable,Low energy,Negative
Mean (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,6,spotify:track:30Y4CV7A6YqtQtTTo7Ue4j,0.311,0.524,0.692,0.0,0.192,-3.866,0.0369,163.874,0.621,79,High,3.9782166666666665,Medium,Moderately danceable,Moderate energy,Neutral
The Story Of Us (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,7,spotify:track:6dTA6y0C2ReQklntzZl8l3,0.00192,0.515,0.781,0.0,0.054,-2.608,0.0535,139.846,0.57,79,High,4.460883333333333,Long,Moderately danceable,High energy,Neutral
Never Grow Up (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,8,spotify:track:2EFZ9emtKWEglWUQGEQ3P9,0.851,0.685,0.323,0.0,0.198,-7.103,0.0289,125.058,0.569,75,High,4.882,Long,Moderately danceable,Low energy,Neutral
Enchanted (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,9,spotify:track:3sW3oSbzsfecv9XoUdGs7h,0.012,0.505,0.532,0.0,0.149,-3.526,0.0265,81.907,0.216,88,High,5.88755,Long,Moderately danceable,Moderate energy,Negative
Better Than Revenge (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,10,spotify:track:0NwGC0v03ysCYINtg6ns58,0.000886,0.496,0.885,0.0,0.191,-2.969,0.0803,145.863,0.665,82,High,3.6717666666666666,Medium,Not very danceable,High energy,Positive
Innocent (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,11,spotify:track:12nBPF4Rh4XLFJV0YLN7uj,0.101,0.522,0.598,0.0,0.152,-5.327,0.0284,133.627,0.149,73,High,5.02035,Long,Moderately danceable,Moderate energy,Negative
Haunted (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,12,spotify:track:4tMzIAFTFdqGBQLdfbPces,0.00667,0.427,0.915,0.0,0.221,-1.909,0.0619,162.201,0.355,77,High,4.090216666666667,Medium,Not very danceable,High energy,Neutral
Last Kiss (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,13,spotify:track:59KOoHFcw5XfICnO57holu,0.447,0.55,0.366,4.43e-06,0.101,-8.46,0.0276,79.401,0.16,77,High,6.152,Long,Moderately danceable,Low energy,Negative
Long Live (Taylor's Version),Speak Now (Taylor's Version),2023-07-07,14,spotify:track:4hqJ4bSlYJOXb6Z4SRmzxs,0.0122,0.375,0.65,0.0,0.189,-4.031,0.0402,203.89,0.0752,82,High,5.299333333333333,Long,Not very danceable,Moderate energy,Negative
Ours (Taylor’s Version),Speak Now (Taylor's Version),2023-07-07,15,spotify:track:3yNJkriPzWjkkDAWHIAVUq,0.449,0.535,0.488,0.0,0.111,-8.261,0.0278,159.813,0.348,75,High,3.93005,Medium,Moderately danceable,Low energy,Neutral
Superman (Taylor’s Version),Speak Now (Taylor's Version),2023-07-07,16,spotify:track:4evLyY5Ue1Wesc61t2KXAU,0.0031,0.533,0.742,0.0,0.108,-3.473,0.0303,131.93,0.356,72,High,4.582416666666667,Long,Moderately danceable,Moderate energy,Neutral
Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,17,spotify:track:4e3ZNTAV6PCrdYMUrUlMpQ,0.0164,0.547,0.855,0.0,0.144,-4.7,0.0597,131.073,0.282,78,High,4.4411,Long,Moderately danceable,High energy,Negative
When Emma Falls in Love (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,18,spotify:track:0zo975x58DlXbZllWvfYhg,0.159,0.474,0.763,0.0,0.138,-4.632,0.0505,78.133,0.231,78,High,4.206416666666667,Medium,Not very danceable,High energy,Negative
I Can See You (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,19,spotify:track:5kHMfzgLZP95O9NBy0ku4v,0.0586,0.694,0.764,0.0,0.0608,-4.893,0.0337,123.044,0.819,87,High,4.5531,Long,Moderately danceable,High energy,Positive
Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,20,spotify:track:4ABYxlb92WBIjHu7TIKmml,0.362,0.576,0.57,0.0,0.0668,-7.925,0.0434,147.803,0.378,78,High,5.1010333333333335,Long,Moderately danceable,Moderate energy,Neutral
Foolish One (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,21,spotify:track:4s8BIKx4Zh6ryAEz8RTlaU,0.617,0.671,0.588,0.0,0.111,-4.675,0.0299,96.965,0.543,79,High,5.196083333333333,Long,Moderately danceable,Moderate energy,Neutral
Timeless (Taylor’s Version) (From The Vault),Speak Now (Taylor's Version),2023-07-07,22,spotify:track:1HCdems7PQZRj42QDWLA0A,0.3,0.624,0.585,0.0,0.0916,-5.847,0.0328,142.883,0.65,78,High,5.3566,Long,Moderately danceable,Moderate energy,Neutral
Lavender Haze,Midnights (The Til Dawn Edition),2023-05-26,1,spotify:track:24emu3sabKISjRkrys28jq,0.236,0.735,0.454,0.00113,0.133,-10.516,0.0876,97.043,0.0751,70,High,3.37325,Short,Moderately danceable,Low energy,Negative
Maroon,Midnights (The Til Dawn Edition),2023-05-26,2,spotify:track:6qxvy9Pe4RJIq5JBVbbwbS,0.0609,0.65,0.397,1.4e-06,0.089,-8.237,0.0365,108.055,0.0382,70,High,3.6378333333333335,Medium,Moderately danceable,Low energy,Negative
Anti-Hero,Midnights (The Til Dawn Edition),2023-05-26,3,spotify:track:5qIHFdkW6phMsTZlN2g8Lc,0.115,0.637,0.649,1.22e-06,0.147,-6.59,0.0584,96.935,0.497,70,High,3.3448333333333333,Short,Moderately danceable,Moderate energy,Neutral
Snow On The Beach (feat. Lana Del Rey),Midnights (The Til Dawn Edition),2023-05-26,4,spotify:track:7GA86Uo2jYbj8vIXe2nyWd,0.705,0.653,0.331,0.0013,0.116,-13.534,0.039,110.014,0.166,68,High,4.2687333333333335,Medium,Moderately danceable,Low energy,Negative
"You're On Your Own, Kid",Midnights (The Til Dawn Edition),2023-05-26,5,spotify:track:6PQOU00xWNrGwCZzboriXy,0.423,0.694,0.386,1.05e-05,0.126,-10.312,0.0597,120.044,0.39,70,High,3.2367666666666666,Short,Moderately danceable,Low energy,Neutral
Midnight Rain,Midnights (The Til Dawn Edition),2023-05-26,6,spotify:track:4eKMqf9ZMSclDX7V9Ptg7x,0.705,0.654,0.372,6.78e-05,0.114,-11.704,0.0667,140.15,0.198,70,High,2.9130333333333334,Short,Moderately danceable,Low energy,Negative
Question...?,Midnights (The Til Dawn Edition),2023-05-26,7,spotify:track:7oomkQSYf1ia2VnVEWfFIU,0.205,0.741,0.509,0.0,0.262,-8.747,0.19,108.978,0.113,68,High,3.5092666666666665,Short,Moderately danceable,Moderate energy,Negative
Vigilante Shit,Midnights (The Til Dawn Edition),2023-05-26,8,spotify:track:0GKDhq6ZbmSbRHd3eyGlB7,0.157,0.867,0.272,3.42e-05,0.118,-11.014,0.363,79.962,0.157,69,High,2.7466833333333334,Short,Very danceable,Low energy,Negative
Bejeweled,Midnights (The Til Dawn Edition),2023-05-26,9,spotify:track:0VpF6RLdCfPIeYRwMu4tZK,0.0648,0.695,0.546,0.000128,0.0883,-9.184,0.066,164.0,0.425,69,High,3.236083333333333,Short,Moderately danceable,Moderate energy,Neutral
Labyrinth,Midnights (The Til Dawn Edition),2023-05-26,10,spotify:track:4bBDkw2KBMX0tcgAaXC83Q,0.804,0.493,0.308,0.328,0.123,-15.489,0.0436,109.993,0.13,67,High,4.1327,Medium,Not very danceable,Low energy,Negative
Karma,Midnights (The Til Dawn Edition),2023-05-26,11,spotify:track:45R112Jz5hQeKgITXgSXzs,0.0782,0.647,0.614,0.0,0.611,-7.091,0.0651,90.034,0.0956,69,High,3.4142,Short,Moderately danceable,Moderate energy,Negative
Sweet Nothing,Midnights (The Til Dawn Edition),2023-05-26,12,spotify:track:2L09RYwH5Pjzca6PmbUAw3,0.967,0.335,0.166,0.00012,0.115,-14.958,0.048,175.917,0.391,67,High,3.1416,Short,Not very danceable,Low energy,Neutral
Mastermind,Midnights (The Til Dawn Edition),2023-05-26,13,spotify:track:1QQii3pa5m8MEda0nbkjfw,0.545,0.661,0.345,0.000915,0.0871,-14.037,0.144,125.977,0.126,68,High,3.1839833333333334,Short,Moderately danceable,Low energy,Negative
The Great War,Midnights (The Til Dawn Edition),2023-05-26,14,spotify:track:2VuqMjgoKaOHNM8HpxtXKx,0.203,0.573,0.737,2.78e-05,0.0851,-9.002,0.0352,96.009,0.592,68,High,4.005916666666667,Medium,Moderately danceable,Moderate energy,Neutral
Bigger Than The Whole Sky,Midnights (The Til Dawn Edition),2023-05-26,15,spotify:track:71CBDRKmF2VeRKYMG1DFBh,0.837,0.48,0.22,0.00269,0.116,-12.469,0.0425,82.951,0.0633,66,Medium,3.6417,Medium,Not very danceable,Low energy,Negative
Paris,Midnights (The Til Dawn Edition),2023-05-26,16,spotify:track:5tWxKWq1DSP1s9WQ5PWuqu,0.116,0.691,0.498,3.07e-05,0.136,-10.519,0.101,110.963,0.454,67,High,3.270966666666667,Short,Moderately danceable,Low energy,Neutral
High Infidelity,Midnights (The Til Dawn Edition),2023-05-26,17,spotify:track:1SztNGCwEHJEVFx90E5g7D,0.726,0.564,0.545,0.0,0.0878,-10.17,0.104,176.082,0.766,66,Medium,3.8579166666666667,Medium,Moderately danceable,Moderate energy,Positive
Glitch,Midnights (The Til Dawn Edition),2023-05-26,18,spotify:track:7C0w28EsX0Um2FrZs9gso2,0.318,0.677,0.451,0.0,0.11,-9.744,0.19,140.845,0.399,65,Medium,2.4796833333333335,Short,Moderately danceable,Low energy,Neutral
"Would've, Could've, Should've",Midnights (The Til Dawn Edition),2023-05-26,19,spotify:track:4txojlesMFQZGWxwz2EeqB,0.435,0.482,0.837,0.00147,0.123,-6.501,0.12,157.96,0.534,68,High,4.33935,Medium,Not very danceable,High energy,Neutral
Dear Reader,Midnights (The Til Dawn Edition),2023-05-26,20,spotify:track:10GRRCR5fctuOF4GFmATJI,0.497,0.475,0.386,0.00104,0.119,-12.038,0.0737,107.601,0.162,66,Medium,3.753233333333333,Medium,Not very danceable,Low energy,Negative
Hits Different,Midnights (The Til Dawn Edition),2023-05-26,21,spotify:track:3xYJScVfxByb61dYHTwiby,0.148,0.672,0.782,4.73e-06,0.296,-6.499,0.0421,106.026,0.239,83,High,3.907766666666667,Medium,Moderately danceable,High energy,Negative
Snow On The Beach (feat. More Lana Del Rey),Midnights (The Til Dawn Edition),2023-05-26,22,spotify:track:4zmKGsrXjLmljb5fTaBTot,0.806,0.664,0.401,3.5e-06,0.108,-10.934,0.0344,109.846,0.315,82,High,3.8323666666666667,Medium,Moderately danceable,Low energy,Negative
Karma (feat. Ice Spice),Midnights (The Til Dawn Edition),2023-05-26,23,spotify:track:4i6cwNY6oIUU2XZxPIw82Y,0.0623,0.615,0.616,0.0,0.579,-6.523,0.0622,89.977,0.0734,75,High,3.358216666666667,Short,Moderately danceable,Moderate energy,Negative
Lavender Haze,Midnights (3am Edition),2022-10-22,1,spotify:track:4g2c7NoTWAOSYDy44l9nub,0.204,0.735,0.444,0.0012,0.17,-10.519,0.0684,97.038,0.0984,72,High,3.37325,Short,Moderately danceable,Low energy,Negative
Maroon,Midnights (3am Edition),2022-10-22,2,spotify:track:199E1RRrVmVTQqBXih5qRC,0.0593,0.658,0.378,0.0,0.0976,-8.3,0.0379,108.034,0.0382,71,High,3.6378333333333335,Medium,Moderately danceable,Low energy,Negative
Anti-Hero,Midnights (3am Edition),2022-10-22,3,spotify:track:02Zkkf2zMkwRGQjZ7T4p8f,0.133,0.638,0.634,1.23e-06,0.152,-6.582,0.0457,96.953,0.519,72,High,3.3448333333333333,Short,Moderately danceable,Moderate energy,Neutral
Snow On The Beach (feat. Lana Del Rey),Midnights (3am Edition),2022-10-22,4,spotify:track:6ADDIJxxqzM9LMpm78yzQG,0.735,0.659,0.323,0.00321,0.116,-13.425,0.0436,110.007,0.154,70,High,4.2687333333333335,Medium,Moderately danceable,Low energy,Negative
"You're On Your Own, Kid",Midnights (3am Edition),2022-10-22,5,spotify:track:7gVWKBcfIW93YxNBi3ApIE,0.416,0.694,0.38,8.47e-06,0.126,-10.307,0.0614,120.044,0.376,72,High,3.2367666666666666,Short,Moderately danceable,Low energy,Neutral
Midnight Rain,Midnights (3am Edition),2022-10-22,6,spotify:track:6Nl7KyvjkFncGsjB49SxLl,0.71,0.636,0.377,6.51e-05,0.115,-11.721,0.0708,139.966,0.23,72,High,2.9130333333333334,Short,Moderately danceable,Low energy,Negative
Question...?,Midnights (3am Edition),2022-10-22,7,spotify:track:6C7OF1Jal7YkyjzyUG8vkK,0.226,0.751,0.502,0.0,0.297,-8.777,0.162,108.989,0.112,69,High,3.5092666666666665,Short,Very danceable,Moderate energy,Negative
Vigilante Shit,Midnights (3am Edition),2022-10-22,8,spotify:track:5yeuXkukVGuix3vmLu2BPJ,0.16,0.87,0.279,1.74e-05,0.121,-11.134,0.364,79.996,0.16,71,High,2.7466833333333334,Short,Very danceable,Low energy,Negative
Bejeweled,Midnights (3am Edition),2022-10-22,9,spotify:track:0jvo9CjnbR0lYUDTSNTMiu,0.0661,0.7,0.55,0.000102,0.091,-9.13,0.0653,164.003,0.412,72,High,3.236083333333333,Short,Moderately danceable,Moderate energy,Neutral
Labyrinth,Midnights (3am Edition),2022-10-22,10,spotify:track:43q586vP8gGkYypKoSddhl,0.791,0.487,0.313,0.348,0.124,-15.434,0.0487,110.039,0.141,68,High,4.1327,Medium,Not very danceable,Low energy,Negative
Karma,Midnights (3am Edition),2022-10-22,11,spotify:track:5oqDgw5VGBln5dSIOPWyBq,0.074,0.649,0.622,0.0,0.594,-7.054,0.0582,90.024,0.106,76,High,3.4142,Short,Moderately danceable,Moderate energy,Negative
Sweet Nothing,Midnights (3am Edition),2022-10-22,12,spotify:track:3zmwONxswBAzGwExPugSLN,0.967,0.334,0.161,4.71e-05,0.115,-14.875,0.0506,176.747,0.396,69,High,3.1416,Short,Not very danceable,Low energy,Neutral
