City,Country,Venue,Opening act(s),Revenue,Tour,Latitude,Longitude,Tickets sold,Available,Difference,concert_date
Foxborough,United States,Gillette Stadium,Needtobreathe,8026350.0,Speak Now World Tour,42.0653768,-71.2478308,110800.0,110800.0,0.0,2011-06-26
Greensboro,United States,Greensboro Coliseum Complex,Needtobreathe,990701.0,Speak Now World Tour,36.0726355,-79.7919754,14789.0,14789.0,0.0,2011-06-30
Knoxville,United States,Thompson–Boling Arena,Needtobreathe,903875.0,Speak Now World Tour,35.9603948,-83.9210261,13754.0,13754.0,0.0,2011-07-01
Montreal,Canada,Bell Centre,Needtobreathe,1254230.0,Speak Now World Tour,45.5031824,-73.5698065,13439.0,13439.0,0.0,2011-07-14
Toronto,Canada,Air Canada Centre,Needtobreathe,3036000.0,Speak Now World Tour,43.6534817,-79.3839347,30144.0,30144.0,0.0,2011-07-15
Toronto,Canada,Air Canada Centre,Needtobreathe,3036000.0,Speak Now World Tour,43.6534817,-79.3839347,30144.0,30144.0,0.0,2011-07-16
Toronto,Canada,Air Canada Centre,Needtobreathe,3036000.0,Speak Now World Tour,43.6534817,-79.3839347,30144.0,30144.0,0.0,2011-07-15
Toronto,Canada,Air Canada Centre,Needtobreathe,3036000.0,Speak Now World Tour,43.6534817,-79.3839347,30144.0,30144.0,0.0,2011-07-16
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-19
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-20
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-23
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-24
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-19
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-20
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-23
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-24
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-19
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-20
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-23
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-24
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-19
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-20
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-23
Newark,United States,Prudential Center,Needtobreathe,3875463.0,Speak Now World Tour,40.735657,-74.1723667,51487.0,51487.0,0.0,2011-07-24
Grand Rapids,United States,Van Andel Arena,Needtobreathe,724854.0,Speak Now World Tour,42.9632425,-85.6678639,11012.0,11012.0,0.0,2011-07-28
Indianapolis,United States,Conseco Fieldhouse,Needtobreathe,877175.0,Speak Now World Tour,39.7683331,-86.1583502,13329.0,13329.0,0.0,2011-07-29
Cleveland,United States,Quicken Loans Arena,Needtobreathe,976954.0,Speak Now World Tour,41.4996574,-81.6936772,14873.0,14873.0,0.0,2011-07-30
Washington,United States,Verizon Center,Needtobreathe,2068789.0,Speak Now World Tour,38.8950368,-77.0365427,29303.0,29303.0,0.0,2011-08-02
Washington,United States,Verizon Center,Needtobreathe,2068789.0,Speak Now World Tour,38.8950368,-77.0365427,29303.0,29303.0,0.0,2011-08-03
Washington,United States,Verizon Center,Needtobreathe,2068789.0,Speak Now World Tour,38.8950368,-77.0365427,29303.0,29303.0,0.0,2011-08-02
Washington,United States,Verizon Center,Needtobreathe,2068789.0,Speak Now World Tour,38.8950368,-77.0365427,29303.0,29303.0,0.0,2011-08-03
Philadelphia,United States,Lincoln Financial Field,Needtobreathe,4268678.0,Speak Now World Tour,39.9527237,-75.1635262,51395.0,51395.0,0.0,2011-08-06
Chicago,United States,Allstate Arena,Needtobreathe,1909603.0,Speak Now World Tour,41.9941334,-87.8756737,26112.0,26112.0,0.0,2011-08-09
Chicago,United States,Allstate Arena,Needtobreathe,1909603.0,Speak Now World Tour,41.9941334,-87.8756737,26112.0,26112.0,0.0,2011-08-10
Chicago,United States,Allstate Arena,Needtobreathe,1909603.0,Speak Now World Tour,41.9941334,-87.8756737,26112.0,26112.0,0.0,2011-08-09
Chicago,United States,Allstate Arena,Needtobreathe,1909603.0,Speak Now World Tour,41.9941334,-87.8756737,26112.0,26112.0,0.0,2011-08-10
St. Louis,United States,Scottrade Center,Needtobreathe,1850159.0,Speak Now World Tour,38.6280278,-90.1910154,27965.0,27965.0,0.0,2011-08-13
St. Louis,United States,Scottrade Center,Needtobreathe,1850159.0,Speak Now World Tour,38.6280278,-90.1910154,27965.0,27965.0,0.0,2011-08-14
St. Louis,United States,Scottrade Center,Needtobreathe,1850159.0,Speak Now World Tour,38.6280278,-90.1910154,27965.0,27965.0,0.0,2011-08-13
St. Louis,United States,Scottrade Center,Needtobreathe,1850159.0,Speak Now World Tour,38.6280278,-90.1910154,27965.0,27965.0,0.0,2011-08-14
Edmonton,Canada,Rexall Place,Needtobreathe,2136270.0,Speak Now World Tour,53.5462055,-113.491241,25336.0,25336.0,0.0,2011-08-18
Edmonton,Canada,Rexall Place,Needtobreathe,2136270.0,Speak Now World Tour,53.5462055,-113.491241,25336.0,25336.0,0.0,2011-08-19
Edmonton,Canada,Rexall Place,Needtobreathe,2136270.0,Speak Now World Tour,53.5462055,-113.491241,25336.0,25336.0,0.0,2011-08-18
Edmonton,Canada,Rexall Place,Needtobreathe,2136270.0,Speak Now World Tour,53.5462055,-113.491241,25336.0,25336.0,0.0,2011-08-19
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-23
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-24
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-27
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-28
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-23
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-24
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-27
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-28
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-23
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-24
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-27
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-28
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-23
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-24
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-27
Los Angeles,United States,Staples Center,Needtobreathe,3927154.0,Speak Now World Tour,34.0536909,-118.242766,54900.0,54900.0,0.0,2011-08-28
San Jose,United States,HP Pavilion,Needtobreathe,1825448.0,Speak Now World Tour,37.3361663,-121.890591,24827.0,24827.0,0.0,2011-09-01
San Jose,United States,HP Pavilion,Needtobreathe,1825448.0,Speak Now World Tour,37.3361663,-121.890591,24827.0,24827.0,0.0,2011-09-02
San Jose,United States,HP Pavilion,Needtobreathe,1825448.0,Speak Now World Tour,37.3361663,-121.890591,24827.0,24827.0,0.0,2011-09-01
San Jose,United States,HP Pavilion,Needtobreathe,1825448.0,Speak Now World Tour,37.3361663,-121.890591,24827.0,24827.0,0.0,2011-09-02
Sacramento,United States,Power Balance Pavilion,Needtobreathe,934326.0,Speak Now World Tour,38.5810606,-121.493895,12432.0,12432.0,0.0,2011-09-03
Portland,United States,Moda Center,Needtobreathe,903445.0,Speak Now World Tour,45.5202471,-122.674194,13610.0,13610.0,0.0,2011-09-06
Tacoma,United States,Tacoma Dome,Needtobreathe,1289430.0,Speak Now World Tour,47.2455013,-122.438329,19904.0,19904.0,0.0,2011-09-07
Vancouver,Canada,Rogers Arena,Needtobreathe,2190680.0,Speak Now World Tour,49.2608724,-123.113952,26030.0,26030.0,0.0,2011-09-10
Vancouver,Canada,Rogers Arena,Needtobreathe,2190680.0,Speak Now World Tour,49.2608724,-123.113952,26030.0,26030.0,0.0,2011-09-11
Vancouver,Canada,Rogers Arena,Needtobreathe,2190680.0,Speak Now World Tour,49.2608724,-123.113952,26030.0,26030.0,0.0,2011-09-10
Vancouver,Canada,Rogers Arena,Needtobreathe,2190680.0,Speak Now World Tour,49.2608724,-123.113952,26030.0,26030.0,0.0,2011-09-11
Nashville,United States,Bridgestone Arena,Needtobreathe,1841134.0,Speak Now World Tour,36.1622767,-86.7742984,28178.0,28178.0,0.0,2011-09-16
Nashville,United States,Bridgestone Arena,Needtobreathe,1841134.0,Speak Now World Tour,36.1622767,-86.7742984,28178.0,28178.0,0.0,2011-09-17
Nashville,United States,Bridgestone Arena,Needtobreathe,1841134.0,Speak Now World Tour,36.1622767,-86.7742984,28178.0,28178.0,0.0,2011-09-16
Nashville,United States,Bridgestone Arena,Needtobreathe,1841134.0,Speak Now World Tour,36.1622767,-86.7742984,28178.0,28178.0,0.0,2011-09-17
Bossier City,United States,CenturyLink Center,Needtobreathe,728546.0,Speak Now World Tour,32.515887,-93.7336536,11510.0,11510.0,0.0,2011-09-20
Tulsa,United States,BOK Center,Needtobreathe,907573.0,Speak Now World Tour,36.1563122,-95.9927516,12546.0,12546.0,0.0,2011-09-21
Kansas City,United States,Arrowhead Stadium,Needtobreathe,3148046.0,Speak Now World Tour,39.100105,-94.5781416,48562.0,48562.0,0.0,2011-09-24
Denver,United States,Pepsi Center,Needtobreathe,834916.0,Speak Now World Tour,39.7392364,-104.984862,12908.0,12908.0,0.0,2011-09-27
Salt Lake City,United States,EnergySolutions Arena,Needtobreathe,896946.0,Speak Now World Tour,40.7596198,-111.886797,13720.0,13720.0,0.0,2011-09-28
Atlanta,United States,Philips Arena,Needtobreathe,1726661.0,Speak Now World Tour,33.7489924,-84.3902644,26244.0,26244.0,0.0,2011-10-01
Atlanta,United States,Philips Arena,Needtobreathe,1726661.0,Speak Now World Tour,33.7489924,-84.3902644,26244.0,26244.0,0.0,2011-10-02
Atlanta,United States,Philips Arena,Needtobreathe,1726661.0,Speak Now World Tour,33.7489924,-84.3902644,26244.0,26244.0,0.0,2011-10-01
Atlanta,United States,Philips Arena,Needtobreathe,1726661.0,Speak Now World Tour,33.7489924,-84.3902644,26244.0,26244.0,0.0,2011-10-02
North Little Rock,United States,Verizon Arena,Needtobreathe,856123.0,Speak Now World Tour,34.769536,-92.2670941,13566.0,13566.0,0.0,2011-10-04
New Orleans,United States,New Orleans Arena,Needtobreathe,830289.0,Speak Now World Tour,29.9759983,-90.0782127,12943.0,12943.0,0.0,2011-10-05
Arlington,United States,Cowboys Stadium,Needtobreathe,4337062.0,Speak Now World Tour,32.7355816,-97.1071186,55451.0,55451.0,0.0,2011-10-08
Louisville,United States,KFC Yum! Center,Needtobreathe,1003828.0,Speak Now World Tour,38.2542376,-85.759407,14848.0,14848.0,0.0,2011-10-11
Lubbock,United States,United Spirit Arena,Needtobreathe,710426.0,Speak Now World Tour,33.5855677,-101.8470215,10419.0,10419.0,0.0,2011-10-14
Oklahoma City,United States,Chesapeake Energy Arena,Needtobreathe,758364.0,Speak Now World Tour,35.4729886,-97.5170536,11592.0,11592.0,0.0,2011-10-15
San Diego,United States,Valley View Casino Center,Needtobreathe,792634.0,Speak Now World Tour,32.7174202,-117.1627728,10834.0,10834.0,0.0,2011-10-20
Glendale,United States,Jobing.com Arena,Needtobreathe,1826025.0,Speak Now World Tour,34.1469416,-118.2478471,27029.0,27029.0,0.0,2011-10-21
Glendale,United States,Jobing.com Arena,Needtobreathe,1826025.0,Speak Now World Tour,34.1469416,-118.2478471,27029.0,27029.0,0.0,2011-10-22
Glendale,United States,Jobing.com Arena,Needtobreathe,1826025.0,Speak Now World Tour,34.1469416,-118.2478471,27029.0,27029.0,0.0,2011-10-21
Glendale,United States,Jobing.com Arena,Needtobreathe,1826025.0,Speak Now World Tour,34.1469416,-118.2478471,27029.0,27029.0,0.0,2011-10-22
San Antonio,United States,AT&T Center,Needtobreathe,901535.0,Speak Now World Tour,29.4246002,-98.4951405,13851.0,13851.0,0.0,2011-10-25
Austin,United States,Frank Erwin Center,Needtobreathe,752078.0,Speak Now World Tour,30.2711286,-97.7436995,11999.0,11999.0,0.0,2011-10-26
Lexington,United States,Rupp Arena,Needtobreathe,1041935.0,Speak Now World Tour,38.0464066,-84.4970393,16237.0,16237.0,0.0,2011-10-29
Memphis,United States,FedExForum,Needtobreathe,820036.0,Speak Now World Tour,35.1460249,-90.0517638,12604.0,12604.0,0.0,2011-10-30
Houston,United States,Minute Maid Park,Needtobreathe,3435756.0,Speak Now World Tour,29.7589382,-95.3676974,42095.0,42095.0,0.0,2011-11-05
Jacksonville,United States,Jacksonville Veterans Memorial Arena,Needtobreathe,749099.0,Speak Now World Tour,30.3321838,-81.655651,11785.0,11785.0,0.0,2011-11-11
Tampa,United States,St. Pete Times Forum,Needtobreathe,914300.0,Speak Now World Tour,27.9477595,-82.458444,13695.0,13695.0,0.0,2011-11-12
Miami,United States,American Airlines Arena,Needtobreathe,786904.0,Speak Now World Tour,25.7741728,-80.19362,12153.0,12153.0,0.0,2011-11-13
Charlotte,United States,Time Warner Cable Arena,Needtobreathe,920903.0,Speak Now World Tour,35.2272086,-80.8430827,14272.0,14272.0,0.0,2011-11-16
Raleigh,United States,RBC Center,Needtobreathe,866056.0,Speak Now World Tour,35.7803977,-78.6390989,13567.0,13567.0,0.0,2011-11-17
Columbia,United States,Colonial Life Arena,Needtobreathe,828231.0,Speak Now World Tour,34.0003117,-81.0331309,12807.0,12807.0,0.0,2011-11-18
New York City,United States,Madison Square Garden,Needtobreathe,1988411.0,Speak Now World Tour,40.7127281,-74.0060152,26652.0,26652.0,0.0,2011-11-21
New York City,United States,Madison Square Garden,Needtobreathe,1988411.0,Speak Now World Tour,40.7127281,-74.0060152,26652.0,26652.0,0.0,2011-11-22
New York City,United States,Madison Square Garden,Needtobreathe,1988411.0,Speak Now World Tour,40.7127281,-74.0060152,26652.0,26652.0,0.0,2011-11-21
New York City,United States,Madison Square Garden,Needtobreathe,1988411.0,Speak Now World Tour,40.7127281,-74.0060152,26652.0,26652.0,0.0,2011-11-22
Perth,Australia,Burswood Dome,Hot Chelle Rae,1878530.0,Speak Now World Tour,-31.9558933,115.8605855,15142.0,15142.0,0.0,2012-03-02
Adelaide,Australia,Adelaide Entertainment Centre,Hot Chelle Rae,1075370.0,Speak Now World Tour,-34.9281805,138.5999312,8589.0,8589.0,0.0,2012-03-04
Brisbane,Australia,Brisbane Entertainment Centre,Hot Chelle Rae,2416030.0,Speak Now World Tour,-27.4689682,153.0234991,19870.0,19870.0,0.0,2012-03-06
Brisbane,Australia,Brisbane Entertainment Centre,Hot Chelle Rae,2416030.0,Speak Now World Tour,-27.4689682,153.0234991,19870.0,19870.0,0.0,2012-03-07
Brisbane,Australia,Brisbane Entertainment Centre,Hot Chelle Rae,2416030.0,Speak Now World Tour,-27.4689682,153.0234991,19870.0,19870.0,0.0,2012-03-06
Brisbane,Australia,Brisbane Entertainment Centre,Hot Chelle Rae,2416030.0,Speak Now World Tour,-27.4689682,153.0234991,19870.0,19870.0,0.0,2012-03-07
Sydney,Australia,Allphones Arena,Hot Chelle Rae,3420360.0,Speak Now World Tour,-33.8698439,151.2082848,27900.0,27900.0,0.0,2012-03-09
Sydney,Australia,Allphones Arena,Hot Chelle Rae,3420360.0,Speak Now World Tour,-33.8698439,151.2082848,27900.0,27900.0,0.0,2012-03-10
Sydney,Australia,Allphones Arena,Hot Chelle Rae,3420360.0,Speak Now World Tour,-33.8698439,151.2082848,27900.0,27900.0,0.0,2012-03-09
Sydney,Australia,Allphones Arena,Hot Chelle Rae,3420360.0,Speak Now World Tour,-33.8698439,151.2082848,27900.0,27900.0,0.0,2012-03-10
Melbourne,Australia,Rod Laver Arena,Hot Chelle Rae,4151650.0,Speak Now World Tour,-37.8142454,144.9631732,33793.0,33793.0,0.0,2012-03-12
Melbourne,Australia,Rod Laver Arena,Hot Chelle Rae,4151650.0,Speak Now World Tour,-37.8142454,144.9631732,33793.0,33793.0,0.0,2012-03-13
Melbourne,Australia,Rod Laver Arena,Hot Chelle Rae,4151650.0,Speak Now World Tour,-37.8142454,144.9631732,33793.0,33793.0,0.0,2012-03-14
Melbourne,Australia,Rod Laver Arena,Hot Chelle Rae,4151650.0,Speak Now World Tour,-37.8142454,144.9631732,33793.0,33793.0,0.0,2012-03-12
Melbourne,Australia,Rod Laver Arena,Hot Chelle Rae,4151650.0,Speak Now World Tour,-37.8142454,144.9631732,33793.0,33793.0,0.0,2012-03-13
Melbourne,Australia,Rod Laver Arena,Hot Chelle Rae,4151650.0,Speak Now World Tour,-37.8142454,144.9631732,33793.0,33793.0,0.0,2012-03-14
Melbourne,Australia,Rod Laver Arena,Hot Chelle Rae,4151650.0,Speak Now World Tour,-37.8142454,144.9631732,33793.0,33793.0,0.0,2012-03-12
Melbourne,Australia,Rod Laver Arena,Hot Chelle Rae,4151650.0,Speak Now World Tour,-37.8142454,144.9631732,33793.0,33793.0,0.0,2012-03-13
Melbourne,Australia,Rod Laver Arena,Hot Chelle Rae,4151650.0,Speak Now World Tour,-37.8142454,144.9631732,33793.0,33793.0,0.0,2012-03-14
Auckland,New Zealand,Vector Arena,Hot Chelle Rae,2888560.0,Speak Now World Tour,-36.852095,174.7631803,32585.0,32585.0,0.0,2012-03-16
Auckland,New Zealand,Vector Arena,Hot Chelle Rae,2888560.0,Speak Now World Tour,-36.852095,174.7631803,32585.0,32585.0,0.0,2012-03-17
Auckland,New Zealand,Vector Arena,Hot Chelle Rae,2888560.0,Speak Now World Tour,-36.852095,174.7631803,32585.0,32585.0,0.0,2012-03-18
Auckland,New Zealand,Vector Arena,Hot Chelle Rae,2888560.0,Speak Now World Tour,-36.852095,174.7631803,32585.0,32585.0,0.0,2012-03-16
Auckland,New Zealand,Vector Arena,Hot Chelle Rae,2888560.0,Speak Now World Tour,-36.852095,174.7631803,32585.0,32585.0,0.0,2012-03-17
Auckland,New Zealand,Vector Arena,Hot Chelle Rae,2888560.0,Speak Now World Tour,-36.852095,174.7631803,32585.0,32585.0,0.0,2012-03-18
Auckland,New Zealand,Vector Arena,Hot Chelle Rae,2888560.0,Speak Now World Tour,-36.852095,174.7631803,32585.0,32585.0,0.0,2012-03-16
Auckland,New Zealand,Vector Arena,Hot Chelle Rae,2888560.0,Speak Now World Tour,-36.852095,174.7631803,32585.0,32585.0,0.0,2012-03-17
Auckland,New Zealand,Vector Arena,Hot Chelle Rae,2888560.0,Speak Now World Tour,-36.852095,174.7631803,32585.0,32585.0,0.0,2012-03-18
Omaha,United States,CenturyLink Center,Ed Sheeran and Brett Eldredge,2243164.0,The Red Tour,41.2587459,-95.9383758,27877.0,27877.0,0.0,2013-03-13
Omaha,United States,CenturyLink Center,Ed Sheeran and Brett Eldredge,2243164.0,The Red Tour,41.2587459,-95.9383758,27877.0,27877.0,0.0,2013-03-14
Omaha,United States,CenturyLink Center,Ed Sheeran and Brett Eldredge,2243164.0,The Red Tour,41.2587459,-95.9383758,27877.0,27877.0,0.0,2013-03-13
Omaha,United States,CenturyLink Center,Ed Sheeran and Brett Eldredge,2243164.0,The Red Tour,41.2587459,-95.9383758,27877.0,27877.0,0.0,2013-03-14
St. Louis,United States,Scottrade Center,Ed Sheeran and Brett Eldredge,2346203.0,The Red Tour,38.6280278,-90.1910154,28582.0,28582.0,0.0,2013-03-18
St. Louis,United States,Scottrade Center,Ed Sheeran and Brett Eldredge,2346203.0,The Red Tour,38.6280278,-90.1910154,28582.0,28582.0,0.0,2013-03-19
St. Louis,United States,Scottrade Center,Ed Sheeran and Brett Eldredge,2346203.0,The Red Tour,38.6280278,-90.1910154,28582.0,28582.0,0.0,2013-03-18
St. Louis,United States,Scottrade Center,Ed Sheeran and Brett Eldredge,2346203.0,The Red Tour,38.6280278,-90.1910154,28582.0,28582.0,0.0,2013-03-19
Charlotte,United States,Time Warner Cable Arena,Ed Sheeran and Brett Eldredge,1162733.0,The Red Tour,35.2272086,-80.8430827,14686.0,14686.0,0.0,2013-03-22
Columbia,United States,Colonial Life Arena,Ed Sheeran and Brett Eldredge,996114.0,The Red Tour,34.0003117,-81.0331309,12490.0,12490.0,0.0,2013-03-23
Newark,United States,Prudential Center,Ed Sheeran and Florida Georgia Line,3565317.0,The Red Tour,40.735657,-74.1723667,38065.0,38065.0,0.0,2013-03-27
Newark,United States,Prudential Center,Ed Sheeran and Florida Georgia Line,3565317.0,The Red Tour,40.735657,-74.1723667,38065.0,38065.0,0.0,2013-03-28
Newark,United States,Prudential Center,Ed Sheeran and Florida Georgia Line,3565317.0,The Red Tour,40.735657,-74.1723667,38065.0,38065.0,0.0,2013-03-29
Newark,United States,Prudential Center,Ed Sheeran and Florida Georgia Line,3565317.0,The Red Tour,40.735657,-74.1723667,38065.0,38065.0,0.0,2013-03-27
Newark,United States,Prudential Center,Ed Sheeran and Florida Georgia Line,3565317.0,The Red Tour,40.735657,-74.1723667,38065.0,38065.0,0.0,2013-03-28
Newark,United States,Prudential Center,Ed Sheeran and Florida Georgia Line,3565317.0,The Red Tour,40.735657,-74.1723667,38065.0,38065.0,0.0,2013-03-29
Newark,United States,Prudential Center,Ed Sheeran and Florida Georgia Line,3565317.0,The Red Tour,40.735657,-74.1723667,38065.0,38065.0,0.0,2013-03-27
Newark,United States,Prudential Center,Ed Sheeran and Florida Georgia Line,3565317.0,The Red Tour,40.735657,-74.1723667,38065.0,38065.0,0.0,2013-03-28
Newark,United States,Prudential Center,Ed Sheeran and Florida Georgia Line,3565317.0,The Red Tour,40.735657,-74.1723667,38065.0,38065.0,0.0,2013-03-29
Miami,United States,American Airlines Arena,Ed Sheeran and Brett Eldredge,1010175.0,The Red Tour,25.7741728,-80.19362,12808.0,12808.0,0.0,2013-04-10
Orlando,United States,Amway Center,Ed Sheeran and Brett Eldredge,2054128.0,The Red Tour,28.5421109,-81.3790304,25617.0,25617.0,0.0,2013-04-11
Orlando,United States,Amway Center,Ed Sheeran and Brett Eldredge,2054128.0,The Red Tour,28.5421109,-81.3790304,25617.0,25617.0,0.0,2013-04-12
Orlando,United States,Amway Center,Ed Sheeran and Brett Eldredge,2054128.0,The Red Tour,28.5421109,-81.3790304,25617.0,25617.0,0.0,2013-04-11
Orlando,United States,Amway Center,Ed Sheeran and Brett Eldredge,2054128.0,The Red Tour,28.5421109,-81.3790304,25617.0,25617.0,0.0,2013-04-12
Atlanta,United States,Philips Arena,Ed Sheeran and Brett Eldredge,2048023.0,The Red Tour,33.7489924,-84.3902644,25471.0,25471.0,0.0,2013-04-18
Atlanta,United States,Philips Arena,Ed Sheeran and Brett Eldredge,2048023.0,The Red Tour,33.7489924,-84.3902644,25471.0,25471.0,0.0,2013-04-19
Atlanta,United States,Philips Arena,Ed Sheeran and Brett Eldredge,2048023.0,The Red Tour,33.7489924,-84.3902644,25471.0,25471.0,0.0,2013-04-18
Atlanta,United States,Philips Arena,Ed Sheeran and Brett Eldredge,2048023.0,The Red Tour,33.7489924,-84.3902644,25471.0,25471.0,0.0,2013-04-19
Tampa,United States,Tampa Bay Times Forum,Ed Sheeran and Brett Eldredge,1132095.0,The Red Tour,27.9477595,-82.458444,14080.0,14080.0,0.0,2013-04-20
Cleveland,United States,Quicken Loans Arena,Ed Sheeran and Brett Eldredge,1247605.0,The Red Tour,41.4996574,-81.6936772,15336.0,15336.0,0.0,2013-04-25
Indianapolis,United States,Bankers Life Fieldhouse,Ed Sheeran and Brett Eldredge,1082042.0,The Red Tour,39.7683331,-86.1583502,13573.0,13573.0,0.0,2013-04-26
Lexington,United States,Rupp Arena,Ed Sheeran and Brett Eldredge,1342699.0,The Red Tour,38.0464066,-84.4970393,17003.0,17003.0,0.0,2013-04-27
Detroit,United States,Ford Field,Ed Sheeran and Austin Mahone and Brett Eldredge,3969059.0,The Red Tour,42.3315509,-83.0466403,48265.0,48265.0,0.0,2013-05-04
Louisville,United States,KFC Yum! Center,Ed Sheeran and Florida Georgia Line,1246491.0,The Red Tour,38.2542376,-85.759407,15135.0,15135.0,0.0,2013-05-07
Columbus,United States,Nationwide Arena,Ed Sheeran and Florida Georgia Line,1155170.0,The Red Tour,39.9622601,-83.0007065,14267.0,14267.0,0.0,2013-05-08
Washington,United States,Verizon Center,Ed Sheeran and Brett Eldredge,2489205.0,The Red Tour,38.8950368,-77.0365427,27619.0,27619.0,0.0,2013-05-11
Washington,United States,Verizon Center,Ed Sheeran and Brett Eldredge,2489205.0,The Red Tour,38.8950368,-77.0365427,27619.0,27619.0,0.0,2013-05-12
